,X,name,status,region,city,funding_rounds,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,total_investment,market_type,diff_funding_year,status_label,total_investment_label,diff_funding_year_label,funding_rounds_label,seed_label,venture_label,total_investment_cde,diff_funding_year_cde,funding_rounds_cde,seed_cde,venture_cde
132,136,AcademixDirect,operating,SF Bay Area,Mountain View,1,0,1.00E+07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.00E+07,0,0,1,high_medium,low,low,low,medium,2,0,0,0,1
133,137,AcadiaSoft,operating,Boston,Pembroke,1,0,4.00E+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00E+06,0,0,1,high_medium,low,low,low,medium,2,0,0,0,1
134,138,Accela,operating,SF Bay Area,San Ramon,2,0,5.00E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00E+07,1,1.75,1,high,high,low,low,high,3,1,0,0,2
135,139,Accelalox,operating,SF Bay Area,Menlo Park,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430000,1,0,1,low_medium,low,low,low,low,1,0,0,0,0
136,140,Accelera Mobile Broadband,operating,SF Bay Area,Santa Clara,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,low,low,low,low,low,0,0,0,0,0
137,141,Accelerate Mobile Apps,operating,SF Bay Area,Scotts Valley,1,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,1,0,1,low,low,low,low,low,0,0,0,0,0
138,142,Accelerize New Media,operating,Los Angeles,Los Angeles,3,0,1045500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4045500,1,3.916666667,1,high_medium,high,high,low,low,2,1,1,0,0
139,143,Acceleron Pharma,operating,Boston,Cambridge,6,0,112201127,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,204701127,1,5.333333333,1,high,high,high,low,high,3,1,1,0,2
140,145,Accelitec,operating,Seattle,Bellingham,3,0,4605841,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5705841,1,4,1,high_medium,high,high,low,medium,2,1,1,0,1
141,146,Accellion,operating,SF Bay Area,Palo Alto,2,1410901,1.20E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25410901,1,0.166666667,1,high,low,low,high,medium,3,0,0,1,1
142,147,AccelOps,operating,SF Bay Area,Santa Clara,2,0,2.50E+07,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5.00E+07,1,4.583333333,1,high,high,low,low,high,3,1,0,0,2
143,148,Accept Software,acquired,SF Bay Area,Santa Clara,4,0,25305000,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,46360000,0,5.166666667,1,high,high,high,low,high,3,1,1,0,2
144,149,Accertify,acquired,Chicago,Itasca,3,0,7131124,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13562248,0,1.916666667,1,high_medium,high,high,low,medium,2,1,1,0,1
145,150,Access Closure,acquired,SF Bay Area,Mountain View,3,0,13793098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13793098,0,2.5,1,high_medium,high,high,low,high,2,1,1,0,2
146,151,Access Network,operating,New York City,New York,2,0,1700000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4900000,0,1,1,high_medium,low,low,low,medium,2,0,0,0,1
147,152,Access Northeast,acquired,Boston,Marlborough,1,0,1999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999998,0,0,1,low_medium,low,low,low,medium,1,0,0,0,1
148,153,Access Psychiatry Solutions,operating,Seattle,Shoreline,1,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,1,0,1,low,low,low,low,low,0,0,0,0,0
149,154,AccessSportsMedia.com,operating,Los Angeles,Los Angeles,2,0,2.00E+07,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4.00E+07,0,2.166666667,1,high,high,low,low,high,3,1,0,0,2
150,155,Accion,operating,Boston,Boston,2,0,2.30E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30E+07,0,0.5,1,high,low,low,low,high,3,0,0,0,2
151,156,Acco Brands,operating,Chicago,Lake Zurich,1,0,1.00E+07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.00E+07,1,0,1,high_medium,low,low,low,medium,2,0,0,0,1
152,157,ACCO Semiconductor,operating,SF Bay Area,Sunnyvale,3,0,33331814,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,66663628,1,3.5,1,high,high,high,low,high,3,1,1,0,2
153,158,Accolo,operating,SF Bay Area,Larkspur,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,low,low,low,low,low,0,0,0,0,0
154,159,Accompani,operating,SF Bay Area,Los Altos,2,0,20600000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,41200000,1,0.416666667,1,high,low,low,low,high,3,0,0,0,2
155,160,AccountNow,operating,SF Bay Area,San Ramon,4,0,34072000,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,55322000,0,3.5,1,high,high,high,low,high,3,1,1,0,2
156,161,Accruent,operating,Los Angeles,Santa Monica,2,0,3.20E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20E+07,1,3.75,1,high,high,low,low,high,3,1,0,0,2
157,162,Accuradio,operating,Chicago,Chicago,1,0,2500000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.00E+06,0,0,1,high_medium,low,low,low,medium,2,0,0,0,1
158,163,AccuRev,operating,Boston,Concord,1,0,2100000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4200000,1,0,1,high_medium,low,low,low,medium,2,0,0,0,1
159,164,AccuSilicon,operating,SF Bay Area,Santa Clara,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,low,low,low,low,low,0,0,0,0,0
160,165,Ace Metrix,operating,Los Angeles,El Segundo,5,0,18700000,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,35700000,0,3.75,1,high,high,high,low,high,3,1,1,0,2
161,166,ACE Portal,operating,New York City,New York,1,0,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000,0,0,1,low,low,low,low,low,0,0,0,0,0
162,167,Acesis,operating,SF Bay Area,Mountain View,1,0,3638201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3638201,1,0,1,high_medium,low,low,low,medium,2,0,0,0,1
163,168,Acetylon Pharmaceuticals,operating,Boston,Boston,6,0,36250000,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,187500000,1,3.916666667,1,high,high,high,low,high,3,1,1,0,2
164,169,Aceva Technologies,acquired,SF Bay Area,San Mateo,1,0,5280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10560000,1,0,1,high_medium,low,low,low,medium,2,0,0,0,1
165,170,Achaogen,operating,SF Bay Area,South San Francisco,3,0,8.20E+07,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,182905707,0,6.416666667,1,high,high,high,low,high,3,1,1,0,2
166,171,AchieveIt Online,operating,Atlanta,Atlanta,3,1500000,1500000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5100000,1,1,1,high_medium,low,high,high,medium,2,0,1,1,1
167,172,AchieveMint,operating,SF Bay Area,San Francisco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,low,low,low,low,low,0,0,0,0,0
168,173,Achievers,operating,SF Bay Area,San Francisco,4,0,49122326,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,84244652,0,3.083333333,1,high,high,high,low,high,3,1,1,0,2
169,174,Achronix Semiconductor,operating,SF Bay Area,Santa Clara,5,0,132242436,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,258176263,1,6.166666667,1,high,high,high,low,high,3,1,1,0,2
170,175,Achvr,operating,Boston,Boston,1,1250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250000,0,0,1,low_medium,low,low,high,low,1,0,0,1,0
171,176,Acid Labs,operating,Los Angeles,Santa Monica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,low,low,low,low,low,0,0,0,0,0
172,177,ACKme Networks,operating,SF Bay Area,Los Gatos,1,1400000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2800000,1,0,1,low_medium,low,low,high,low,1,0,0,1,0
173,178,Acompli,acquired,SF Bay Area,San Francisco,1,0,7300000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14600000,1,0,1,high_medium,low,low,low,medium,2,0,0,0,1
174,179,Acopia Networks,acquired,Boston,Lowell,1,0,2.00E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00E+07,1,0,1,high_medium,low,low,low,high,2,0,0,0,2
175,180,Acorio,operating,Boston,Boston,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,low,low,low,low,low,0,0,0,0,0
176,181,Acoustic Technologies,acquired,Austin,Austin,1,0,7974296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7974296,1,0,1,high_medium,low,low,low,medium,2,0,0,0,1
177,182,Acquaintable,acquired,New York City,New York,1,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,1,0,1,low,low,low,low,low,0,0,0,0,0
178,183,Acquia,operating,Boston,Burlington,7,0,118500000,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,2.37E+08,1,6.666666667,1,high,high,high,low,high,3,1,1,0,2
179,184,"Acronym Media, Inc.",operating,New York City,New York,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,low,low,low,low,low,0,0,0,0,0
180,185,ACT Biotech,operating,SF Bay Area,San Francisco,6,0,24980000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51460000,1,2.083333333,1,high,high,high,low,high,3,1,1,0,2
181,186,ActBlue,operating,Boston,Cambridge,1,0,22123893,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44247786,1,0,1,high,low,low,low,high,3,0,0,0,2
182,187,Actelis Networks,operating,SF Bay Area,Fremont,6,0,57616859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,94616859,1,6.416666667,1,high,high,high,low,high,3,1,1,0,2
183,188,Actiance,operating,SF Bay Area,Belmont,1,0,15600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15600000,1,0,1,high_medium,low,low,low,high,2,0,0,0,2
184,189,Actifio,operating,Boston,Waltham,5,0,207500000,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,4.15E+08,1,3.666666667,1,high,high,high,low,high,3,1,1,0,2
185,190,Actinium Pharmaceuticals,operating,New York City,New York,2,0,6636720,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000720,1,2.166666667,1,high_medium,high,low,low,medium,2,1,0,0,1
186,191,Action Engine,acquired,Seattle,Bellevue,5,0,58200000,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,116400000,1,7.166666667,1,high,high,high,low,high,3,1,1,0,2
187,192,ActionIQ,operating,New York City,New York,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,low,low,low,low,low,0,0,0,0,0
188,193,ActionRun,operating,SF Bay Area,Mountain View,1,0,1510005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1510005,1,0,1,low_medium,low,low,low,medium,1,0,0,0,1
189,194,ActionX,operating,New York City,New York,2,0,6.00E+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.20E+07,1,1,1,high_medium,low,low,low,medium,2,0,0,0,1
190,195,ACTIV Financial Systems,operating,Chicago,Chicago,1,0,2.50E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50E+07,1,0,1,high,low,low,low,high,3,0,0,0,2
191,196,Activ Technologies,operating,Atlanta,Roswell,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,1,0,1,low,low,low,low,low,0,0,0,0,0
192,197,Activate Networks,operating,Boston,Newton,3,0,1.60E+07,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3.20E+07,0,2.25,1,high,high,high,low,high,3,1,1,0,2
193,198,Activation Media,operating,New York City,New York,2,705000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705000,0,3.5,1,low_medium,high,low,high,low,1,1,0,1,0
194,199,Active Endpoints,operating,Boston,Waltham,5,0,22500000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4.50E+07,1,6.083333333,1,high,high,high,low,high,3,1,1,0,2
195,200,Active International,operating,New York City,Pearl River,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50E+07,0,0,1,high,low,low,low,low,3,0,0,0,0
196,202,Active Voice Corporation,acquired,Seattle,Seattle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,low,low,low,low,low,0,0,0,0,0
197,203,Activehours,operating,SF Bay Area,Palo Alto,1,4099999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4099999,1,0,1,high_medium,low,low,high,low,2,0,0,1,0
198,204,Actively Learn,operating,Seattle,Seattle,1,899955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899955,0,0,1,low_medium,low,low,high,low,1,0,0,1,0
199,205,ActivePath,operating,New York City,New York,2,0,1.00E+07,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,23250001,0,1.166666667,1,high,low,low,low,medium,3,0,0,0,1
200,206,ActiveRain,operating,Seattle,Seattle,1,0,2750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2750000,0,0,1,low_medium,low,low,low,medium,1,0,0,0,1
201,207,ActivIdentity,acquired,SF Bay Area,Fremont,1,0,5422959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5422959,1,0,1,high_medium,low,low,low,medium,2,0,0,0,1
202,208,ActivityHero,operating,SF Bay Area,San Jose,2,0,2200000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4400000,0,2.5,1,high_medium,high,low,low,medium,2,1,0,0,1
203,209,ACTON,operating,Los Angeles,Altadena,2,0,2.00E+06,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4500000,0,1,1,high_medium,low,low,low,medium,2,0,0,0,1
204,210,ACTV8me,operating,Los Angeles,Beverly Hills,4,0,1999973,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11879704,1,1.25,1,high_medium,low,high,low,medium,2,0,1,0,1
205,211,ActX,operating,Seattle,Seattle,2,1920391,750003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2670394,1,0.5,1,low_medium,low,low,high,low,1,0,0,1,0
206,212,Acucela,operating,Seattle,Seattle,1,0,439603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439603,1,0,1,low_medium,low,low,low,low,1,0,0,0,0
207,213,AcuityAds,operating,New York City,New York,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00E+06,1,0,1,low_medium,low,low,low,low,1,0,0,0,0
208,214,Acumatica,operating,Seattle,Kirkland,4,0,23300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23300000,1,4.916666667,1,high,high,high,low,high,3,1,1,0,2
209,215,Acumen Pharmaceuticals,operating,SF Bay Area,Livermore,2,700000,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200000,1,6.666666667,1,low_medium,high,low,high,medium,1,1,0,1,1
210,216,Acumentrics,operating,Boston,Westwood,2,0,18100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18100000,0,3.25,1,high_medium,high,low,low,high,2,1,0,0,2
211,217,Acunote,operating,SF Bay Area,Foster City,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,low,low,low,low,low,0,0,0,0,0
212,218,Acupera,operating,SF Bay Area,San Francisco,3,0,6.00E+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.20E+07,0,3,1,high_medium,high,high,low,medium,2,1,1,0,1
213,219,Acusphere,operating,Boston,Lexington,2,0,7500000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E+07,1,0.583333333,1,high_medium,low,low,low,medium,2,0,0,0,1
214,220,Acustom Apparel,operating,New York City,New York,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,low,low,low,low,low,0,0,0,0,0
215,221,Acylin Therapeutics,operating,Seattle,Seattle,2,0,6400000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12800000,1,1.333333333,1,high_medium,high,low,low,medium,2,1,0,0,1
216,222,Ad Hoc Labs,operating,Los Angeles,Los Angeles,2,0,2.00E+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.00E+06,1,1,1,high_medium,low,low,low,medium,2,0,0,0,1
217,223,Ad Infuse,acquired,SF Bay Area,San Francisco,3,600000,1.70E+07,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,34600000,1,3,1,high,high,high,high,high,3,1,1,1,2
218,224,Ad Summos,operating,New York City,New York,2,0,3049999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4549999,0,1.166666667,1,high_medium,low,low,low,medium,2,0,0,0,1
219,225,Adagio Medical,operating,Los Angeles,Laguna Hills,2,2500001,4137110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6637111,0,1.333333333,1,high_medium,high,low,high,medium,2,1,0,1,1
220,226,Adallom,operating,SF Bay Area,Menlo Park,2,0,19500000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3.90E+07,0,1.083333333,1,high,low,low,low,high,3,0,0,0,2
221,227,Adamas Pharmaceuticals,operating,SF Bay Area,Emeryville,4,0,8.20E+07,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1.64E+08,0,4.416666667,1,high,high,high,low,high,3,1,1,0,2
222,228,Adap.tv,acquired,SF Bay Area,San Mateo,5,1000000,47500000,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,91500000,0,4.083333333,1,high,high,high,high,high,3,1,1,1,2
223,229,Adapt Technologies,acquired,Los Angeles,Pasadena,1,0,1.00E+07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.00E+07,0,0,1,high_medium,low,low,low,medium,2,0,0,0,1
224,230,Adapteva,operating,Boston,Lexington,3,0,5100000,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11054000,1,4.166666667,1,high_medium,high,high,low,medium,2,1,1,0,1
225,231,"Adaptive Advertising, Inc.",operating,SF Bay Area,San Francisco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,low,low,low,low,low,0,0,0,0,0
226,232,Adaptive Biotechnologies,operating,Seattle,Seattle,3,0,109999480,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,222498960,1,0.583333333,1,high,low,high,low,high,3,0,1,0,2
227,233,Adaptive Digital Power,operating,SF Bay Area,San Jose,1,0,4.00E+06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.00E+06,1,0,1,high_medium,low,low,low,medium,2,0,0,0,1
228,234,Adaptive Planning,operating,SF Bay Area,Mountain View,4,0,84500000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.47E+08,1,6.166666667,1,high,high,high,low,high,3,1,1,0,2
229,236,AdaptiveBlue,operating,New York City,New York,4,0,24020000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,30040000,1,4.833333333,1,high,high,high,low,high,3,1,1,0,2
230,237,Adaptly,operating,New York City,New York,4,700000,12500000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,25700000,0,1.666666667,1,high,high,high,high,medium,3,1,1,1,1
231,238,Adapx,operating,Seattle,Seattle,6,0,3.00E+07,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4.90E+07,0,5.333333333,1,high,high,high,low,high,3,1,1,0,2
232,239,Adar IT,acquired,Chicago,Lincolnwood,1,0,2400000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4800000,1,0,1,high_medium,low,low,low,medium,2,0,0,0,1
233,240,ADARA,operating,SF Bay Area,Mountain View,4,0,44115160,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,75830320,0,7,1,high,high,high,low,high,3,1,1,0,2
234,241,Adatao,operating,SF Bay Area,Sunnyvale,1,0,1.30E+07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.60E+07,1,0,1,high,low,low,low,medium,3,0,0,0,1
235,242,AdBm Technologies,operating,Austin,Austin,1,0,1300000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2600000,1,0,1,low_medium,low,low,low,medium,1,0,0,0,1
236,243,adBrite,acquired,SF Bay Area,San Francisco,4,0,40400000,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,80800000,0,7.666666667,1,high,high,high,low,high,3,1,1,0,2
237,244,Adcade,operating,New York City,New York,2,1500000,5.00E+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11500000,0,1,1,high_medium,low,low,high,medium,2,0,0,1,1
238,245,AdCare Health Systems,operating,Atlanta,Roswell,6,0,18050000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34358700,0,4.25,1,high,high,high,low,high,3,1,1,0,2
239,246,Adchemy,acquired,SF Bay Area,Foster City,7,0,119175000,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,207366000,0,6.583333333,1,high,high,high,low,high,3,1,1,0,2
240,247,Adconion Media Group,acquired,Los Angeles,Santa Monica,3,0,1.14E+08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.94E+08,0,4.25,1,high,high,high,low,high,3,1,1,0,2
241,248,Addapp,operating,SF Bay Area,San Francisco,1,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800000,1,0,1,low_medium,low,low,high,low,1,0,0,1,0
242,249,Addepar,operating,SF Bay Area,Mountain View,2,0,65839694,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,131679388,1,2.833333333,1,high,high,low,low,high,3,1,0,0,2
243,250,AddonTV,operating,Los Angeles,Beverly Hills,1,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E+06,0,0,1,low_medium,low,low,high,low,1,0,0,1,0
244,251,Addoway,operating,SF Bay Area,San Francisco,1,110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000,0,0,1,low,low,low,low,low,0,0,0,0,0
245,252,AddressReport,operating,New York City,New York,1,0,2.00E+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00E+05,1,0,1,low,low,low,low,low,0,0,0,0,0
246,253,Addus HealthCare,operating,Chicago,Palatine,1,0,1240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240000,0,0,1,low_medium,low,low,low,medium,1,0,0,0,1
247,254,Addvocate,operating,SF Bay Area,San Francisco,2,339000,2390000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5119000,1,0.166666667,1,high_medium,low,low,low,medium,2,0,0,0,1
248,255,Addy,operating,SF Bay Area,San Francisco,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00E+05,1,0.75,1,low,low,low,low,low,0,0,0,0,0
249,256,aDealio,operating,Austin,Austin,2,0,1.00E+06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,1,0.416666667,1,low_medium,low,low,low,low,1,0,0,0,0
250,257,AdelaVoice,operating,Boston,Boston,1,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,1,0,1,low,low,low,low,low,0,0,0,0,0
251,258,Adelphic Mobile,operating,Boston,Waltham,2,2000000,1.00E+07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.20E+07,1,0.666666667,1,high_medium,low,low,high,medium,2,0,0,1,1
252,259,Aden & Anais,operating,New York City,Brooklyn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,low,low,low,low,low,0,0,0,0,0
253,260,Adept Cloud,acquired,SF Bay Area,San Mateo,2,0,1015000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1715000,1,0.083333333,1,low_medium,low,low,low,low,1,0,0,0,0
254,261,AdEspresso,operating,SF Bay Area,Mountain View,2,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800000,0,0.416666667,1,low_medium,low,low,high,low,1,0,0,1,0
255,262,Adesso Solutions,operating,Chicago,Rolling Meadows,1,0,6.00E+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00E+06,1,0,1,high_medium,low,low,low,medium,2,0,0,0,1
256,263,Adesto Technologies,operating,SF Bay Area,Sunnyvale,6,0,35981909,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,75338818,1,3.75,1,high,high,high,low,high,3,1,1,0,2
257,265,Adeze,operating,SF Bay Area,San Francisco,2,0,5500000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.10E+07,0,1.75,1,high_medium,high,low,low,medium,2,1,0,0,1
258,266,"Adfora, Inc.",operating,Los Angeles,Glendale,1,720000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720000,1,0,1,low_medium,low,low,high,low,1,0,0,1,0
259,267,AdGrok,acquired,SF Bay Area,San Francisco,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470000,0,0.833333333,1,low_medium,low,low,low,low,1,0,0,0,0
260,269,AdhereTech,operating,New York City,New York,2,600000,1750000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4100000,0,2.916666667,1,high_medium,high,low,high,medium,2,1,0,1,1
