"","name","status","region","city","funding_rounds","seed","venture","equity_crowdfunding","undisclosed","convertible_note","debt_financing","angel","grant","private_equity","post_ipo_equity","post_ipo_debt","secondary_market","product_crowdfunding","round_A","round_B","round_C","round_D","round_E","round_F","round_G","round_H","total_investment","market_type","diff_funding_year","status_label","total_investment_label","diff_funding_year_label","funding_rounds_label","seed_label","venture_label","total_investment_cde","diff_funding_year_cde","funding_rounds_cde","seed_cde","venture_cde"
"12164","WakeMate","closed","SF Bay Area","San Francisco",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.08333333333333,0,"low","low","high","low","low",0,0,1,0,0
"12165","Wakonda Technologies","closed","Boston","Woburn",1,0,3160000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6320000,1,0,0,"high_medium","low","low","low","medium",2,0,0,0,1
"12166","Wakozi","closed","New York City","New York",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"low","low","low","low","low",0,0,0,0,0
"12167","Walden Behavioral Care","operating","Boston","Waltham",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"low","low","low","low","low",0,0,0,0,0
"12168","Waldo Networks","operating","Austin","Austin",3,0,2987405,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5974810,1,2.25,1,"high_medium","high","high","low","medium",2,1,1,0,1
"12169","Walk Score","acquired","Seattle","Seattle",1,0,2e+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4e+06,1,0,2,"high_medium","low","low","low","medium",2,0,0,0,1
"12170","walkby","closed","Chicago","Chicago",2,0,650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650000,1,0.666666666666667,0,"low_medium","low","low","low","low",1,0,0,0,0
"12171","Walker & Company Brands","operating","SF Bay Area","Palo Alto",3,2400000,6900000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16200000,0,0.583333333333333,1,"high_medium","low","high","high","medium",2,0,1,1,1
"12172","WalkMe","operating","SF Bay Area","San Francisco",3,0,17500000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.4e+07,1,1.91666666666667,1,"high","high","high","low","high",3,1,1,0,2
"12173","WalkSource","operating","SF Bay Area","San Francisco",1,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,0,0,1,"low","low","low","low","low",0,0,0,0,0
"12174","Wallaby Financial","acquired","Los Angeles","Pasadena",1,1100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100000,0,0,2,"low_medium","low","low","high","low",1,0,0,1,0
"12175","WalletKit","operating","SF Bay Area","Mountain View",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"low","low","low","low","low",0,0,0,0,0
"12176","Wallflower","operating","Boston","Cambridge",3,500000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+06,1,0.0833333333333333,1,"low_medium","low","high","high","low",1,0,1,1,0
"12177","Wallit","operating","SF Bay Area","Berkeley",1,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,1,0,1,"low_medium","low","low","high","low",1,0,0,1,0
"12178","Walque, LLC","operating","Atlanta","Acworth",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,1,0,1,"low","low","low","low","low",0,0,0,0,0
"12179","WAM Enterprises LLC","operating","New York City","Katonah",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"low","low","low","low","low",0,0,0,0,0
"12180","Wander","acquired","New York City","New York",2,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,0,0.0833333333333333,2,"low_medium","low","low","high","low",1,0,0,1,0
"12181","Wander (f. YongoPal)","operating","SF Bay Area","Mountain View",5,25000,35000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,185000,1,0.75,1,"low","low","high","low","low",0,0,1,0,0
"12182","Wandera","operating","SF Bay Area","San Francisco",2,0,1e+07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.7e+07,1,1,1,"high_medium","low","low","low","medium",2,0,0,0,1
"12183","Wanderfly","acquired","New York City","Brooklyn",2,400000,1e+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2400000,0,1.5,2,"low_medium","high","low","high","low",1,1,0,1,0
"12184","Wanderful Media","operating","SF Bay Area","Los Gatos",4,0,50500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50500000,1,1.58333333333333,1,"high","high","high","low","high",3,1,1,0,2
"12185","WANdisco","operating","SF Bay Area","San Ramon",3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66466131,1,2.16666666666667,1,"high","high","high","low","low",3,1,1,0,0
"12186","Wandrian","operating","Boston","Newton",1,0,3500000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7e+06,0,0,1,"high_medium","low","low","low","medium",2,0,0,0,1
"12187","Wanelo","operating","SF Bay Area","San Francisco",2,0,1.4e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4e+07,1,0.75,1,"high_medium","low","low","low","high",2,0,0,0,2
"12188","WANTED Technologies","operating","New York City","New York",6,0,2036189,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,15658992,1,15.1666666666667,1,"high_medium","high","high","low","medium",2,1,1,0,1
"12189","Wantful","closed","New York City","Brooklyn",1,0,5500000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.1e+07,1,0,0,"high_medium","low","low","low","medium",2,0,0,0,1
"12190","Wantworthy","closed","New York City","New York",3,1018000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018000,1,1.08333333333333,0,"low_medium","low","high","high","low",1,0,1,1,0
"12191","Wappwolf","operating","SF Bay Area","San Francisco",2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,1,1.25,1,"low_medium","low","low","low","low",1,0,0,0,0
"12192","Waraire Boswell Industries","operating","Los Angeles","Los Angeles",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,1,0,1,"low","low","low","low","low",0,0,0,0,0
"12193","Warby Parker","operating","New York City","New York",5,1500000,113500000,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2.29e+08,1,3.08333333333333,1,"high","high","high","high","high",3,1,1,1,2
"12194","Wasabi Productions","operating","Atlanta","Atlanta",2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,1,0.75,1,"low","low","low","low","low",0,0,0,0,0
"12195","Washio","operating","Los Angeles","Los Angeles",4,3550000,10500000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27320000,1,1.41666666666667,1,"high","high","high","high","medium",3,1,1,1,1
"12196","Waspit","operating","New York City","New York",1,0,3e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e+06,0,0,1,"low_medium","low","low","low","medium",1,0,0,0,1
"12197","WatchDox","operating","SF Bay Area","Palo Alto",4,0,35750000,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,71500000,1,4.41666666666667,1,"high","high","high","low","high",3,1,1,0,2
"12198","WatchGuard","operating","Seattle","Seattle",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"low","low","low","low","low",0,0,0,0,0
"12199","Watchup","operating","SF Bay Area","Menlo Park",3,1000000,2750000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7e+06,1,1.91666666666667,1,"high_medium","high","high","high","medium",2,1,1,1,1
"12200","Watchwith","operating","SF Bay Area","San Francisco",1,0,5e+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1e+07,0,0,1,"high_medium","low","low","low","medium",2,0,0,0,1
"12201","Water Science Technologies","operating","Chicago","Chicago",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,1,0,1,"low","low","low","low","low",0,0,0,0,0
"12202","Waterfall","operating","SF Bay Area","San Francisco",1,0,3700000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7400000,1,0,1,"high_medium","low","low","low","medium",2,0,0,0,1
"12203","Waterline Data Science","operating","SF Bay Area","Mountain View",2,0,7e+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.4e+07,1,0.833333333333333,1,"high_medium","low","low","low","medium",2,0,0,0,1
"12204","WaterSmart Software","operating","SF Bay Area","San Francisco",3,900000,5450000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10850000,1,2.25,1,"high_medium","high","high","high","medium",2,1,1,1,1
"12205","Watsi","operating","SF Bay Area","San Francisco",1,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,0,0,1,"low_medium","low","low","high","low",1,0,0,1,0
"12206","Wattbot","operating","SF Bay Area","San Francisco",1,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350000,1,0,1,"low_medium","low","low","high","low",1,0,0,1,0
"12207","Wavefront","operating","SF Bay Area","Palo Alto",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"low","low","low","low","low",0,0,0,0,0
"12208","WaveMaker, Inc.","acquired","SF Bay Area","Mountain View",4,0,15725000,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,30420000,1,5.5,2,"high","high","high","low","high",3,1,1,0,2
"12209","WaveMAX","operating","Austin","Austin",1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,1,0,1,"low","low","low","low","low",0,0,0,0,0
"12210","WaveRx","operating","Boston","Waltham",1,0,502512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502512,0,0,1,"low_medium","low","low","low","low",1,0,0,0,0
"12211","Wavii","acquired","Seattle","Seattle",1,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e+06,1,0,2,"low_medium","low","low","high","low",1,0,0,1,0
"12212","WAY Systems","acquired","Boston","Woburn",2,0,25032514,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,47032514,1,3.41666666666667,2,"high","high","low","low","high",3,1,0,0,2
"12213","Wayfair","operating","Boston","Boston",3,0,3.58e+08,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6.8e+08,1,2.66666666666667,1,"high","high","high","low","high",3,1,1,0,2
"12214","WaysGo","operating","SF Bay Area","San Francisco",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e+06,1,0,1,"low_medium","low","low","low","low",1,0,0,0,0
"12215","Waywire Networks","operating","New York City","New York",8,0,4084180,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8668360,1,6.33333333333333,1,"high_medium","high","high","low","medium",2,1,1,0,1
"12216","Waze","acquired","SF Bay Area","Palo Alto",3,0,6.7e+07,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1.34e+08,0,3.58333333333333,2,"high","high","high","low","high",3,1,1,0,2
"12217","WazeTrip","operating","Seattle","Sammamish",1,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,1,"low","low","low","low","low",0,0,0,0,0
"12218","WDFA Marketing","operating","SF Bay Area","San Francisco",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"low","low","low","low","low",0,0,0,0,0
"12219","We","operating","SF Bay Area","San Francisco",1,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e+06,1,0,1,"low_medium","low","low","high","low",1,0,0,1,0
"12220","We Are Hunted","operating","SF Bay Area","San Francisco",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e+06,0,0,1,"low_medium","low","low","low","low",1,0,0,0,0
"12221","We Heart It","operating","SF Bay Area","San Francisco",2,0,8e+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.6e+07,1,0.666666666666667,1,"high_medium","low","low","low","medium",2,0,0,0,1
"12222","We Tribute","operating","New York City","Brooklyn",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12500,1,0,1,"low","low","low","low","low",0,0,0,0,0
"12223","Wealthfront","operating","SF Bay Area","Palo Alto",5,0,126500000,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2.56e+08,0,5.83333333333333,1,"high","high","high","low","high",3,1,1,0,2
"12224","WealthVisor.com","operating","Seattle","Seattle",1,0,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e+05,0,0,1,"low","low","low","low","low",0,0,0,0,0
"12225","Wearable Intelligence","operating","SF Bay Area","San Francisco",1,0,7874243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7874243,1,0,1,"high_medium","low","low","low","medium",2,0,0,0,1
"12226","Wearable World","operating","SF Bay Area","San Francisco",1,0,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,1,0,1,"low","low","low","low","low",0,0,0,0,0
"12227","WeAre.Us","closed","SF Bay Area","San Francisco",1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,1,0,0,"low","low","low","low","low",0,0,0,0,0
"12228","Weatherista","closed","SF Bay Area","San Francisco",1,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e+05,1,0,0,"low_medium","low","low","high","low",1,0,0,1,0
"12229","Weathermob","operating","Boston","Cambridge",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010000,1,1.16666666666667,1,"low_medium","low","low","low","low",1,0,0,0,0
"12230","Weave","operating","SF Bay Area","San Francisco",1,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,1,0,1,"low","low","low","low","low",0,0,0,0,0
"12231","Weaver Labs","operating","Austin","Round Rock",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"low","low","low","low","low",0,0,0,0,0
"12232","WebAction","operating","SF Bay Area","Palo Alto",1,0,1.1e+07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.2e+07,1,0,1,"high_medium","low","low","low","medium",2,0,0,0,1
"12233","Webalo","operating","Los Angeles","Los Angeles",1,0,3e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e+06,1,0,1,"low_medium","low","low","low","medium",1,0,0,0,1
"12234","WebChalet","operating","SF Bay Area","San Francisco",1,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,1,0,1,"low","low","low","low","low",0,0,0,0,0
"12235","Webcollage","acquired","New York City","New York",5,0,20643295,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,34233295,1,3.5,2,"high","high","high","low","high",3,1,1,0,2
"12236","WebCurfew","operating","Chicago","Chicago",2,468000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468000,0,0.833333333333333,1,"low_medium","low","low","high","low",1,0,0,1,0
"12237","WeBe Works","operating","Austin","San Marcos",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"low","low","low","low","low",0,0,0,0,0
"12238","WebEx Communications","operating","SF Bay Area","San Jose",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"low","low","low","low","low",0,0,0,0,0
"12239","Webflow","operating","SF Bay Area","Mountain View",3,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,1,1,1,"low_medium","low","high","high","low",1,0,1,1,0
"12240","Webify Solutions","acquired","Austin","Austin",1,0,11500000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.3e+07,1,0,2,"high","low","low","low","medium",3,0,0,0,1
"12241","Weblance","operating","Los Angeles","Manhattan Beach",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"low","low","low","low","low",0,0,0,0,0
"12242","WebLayers","operating","Boston","Cambridge",2,0,1e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.7e+07,1,1.41666666666667,1,"high_medium","high","low","low","medium",2,1,0,0,1
"12243","WebMD","operating","New York City","New York",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4e+07,0,0,1,"high_medium","low","low","low","low",2,0,0,0,0
"12244","WebNotes","operating","Boston","Cambridge",5,0,119999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344999,1,3.25,1,"low_medium","high","high","low","low",1,1,1,0,0
"12245","WEbook","operating","New York City","New York",2,0,5e+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1e+07,0,1.33333333333333,1,"high_medium","high","low","low","medium",2,1,0,0,1
"12246","WeBRAND","operating","Los Angeles","Los Angeles",1,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000,1,0,1,"low_medium","low","low","high","low",1,0,0,1,0
"12247","Webshoz","operating","Seattle","Kirkland",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225000,0,0,1,"low","low","low","low","low",0,0,0,0,0
"12248","WebStudiyo Productions","operating","New York City","New York",1,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+06,1,0,1,"low_medium","low","low","high","low",1,0,0,1,0
"12249","Webtab","operating","SF Bay Area","San Francisco",1,0,2e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e+06,1,0,1,"low_medium","low","low","low","medium",1,0,0,0,1
"12250","WebThriftStore","operating","New York City","New York",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"low","low","low","low","low",0,0,0,0,0
"12251","WebVet","operating","New York City","New York",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"low","low","low","low","low",0,0,0,0,0
"12252","Wedding Party","operating","SF Bay Area","Palo Alto",2,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+06,0,0.75,1,"low_medium","low","low","high","low",1,0,0,1,0
"12253","Wedding Spot","operating","SF Bay Area","San Francisco",2,225000,3e+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6225000,1,0.75,1,"high_medium","low","low","low","medium",2,0,0,0,1
"12254","WeddingLovely","operating","SF Bay Area","San Jose",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"low","low","low","low","low",0,0,0,0,0
"12255","Weddington Way","operating","SF Bay Area","San Francisco",2,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000,1,3,1,"low_medium","high","low","high","low",1,1,0,1,0
"12256","WeDeliver","operating","Chicago","Chicago",1,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8e+05,0,0,1,"low_medium","low","low","high","low",1,0,0,1,0
"12257","WeDemand","operating","New York City","New York",1,975000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975000,0,0,1,"low_medium","low","low","high","low",1,0,0,1,0
"12258","WeDidIt","operating","New York City","Brooklyn",2,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+05,1,1.08333333333333,1,"low","low","low","low","low",0,0,0,0,0
"12259","Wee Web","operating","New York City","New York",1,270000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270000,1,0,1,"low","low","low","low","low",0,0,0,0,0
"12260","Weebly","operating","SF Bay Area","San Francisco",4,20000,3.5e+07,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70670000,1,7.25,1,"high","high","high","low","high",3,1,1,0,2
"12261","WeedWall","operating","Los Angeles","Los Angeles",1,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,1,0,1,"low","low","low","low","low",0,0,0,0,0
"12262","weeSpring","operating","New York City","New York",2,200000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e+05,1,0.583333333333333,1,"low_medium","low","low","low","low",1,0,0,0,0
"12263","Weft","operating","Boston","Cambridge",1,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+06,1,0,1,"low_medium","low","low","high","low",1,0,0,1,0
"12264","WeGush","operating","Boston","Brookline",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410000,1,0,1,"low_medium","low","low","low","low",1,0,0,0,0
"12265","WeHack.It","operating","Boston","Cambridge",1,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,1,0,1,"low","low","low","low","low",0,0,0,0,0
"12266","WeHostels","acquired","New York City","New York",3,1265000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265000,1,0.5,2,"low_medium","low","high","high","low",1,0,1,1,0
"12267","WeLink","operating","SF Bay Area","San Jose",1,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,1,0,1,"low","low","low","low","low",0,0,0,0,0
"12268","Well","operating","SF Bay Area","San Mateo",1,0,1e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+06,1,0,1,"low_medium","low","low","low","low",1,0,0,0,0
"12269","Well Beyond Care","operating","Austin","Austin",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,1,0,1,"low","low","low","low","low",0,0,0,0,0
"12270","Wellcentive","operating","Atlanta","Roswell",3,0,15249999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15249999,0,1.83333333333333,1,"high_medium","high","high","low","high",2,1,1,0,2
"12271","Wellcoin","operating","Boston","Newton",1,0,270000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270000,0,0,1,"low","low","low","low","low",0,0,0,0,0
"12272","Wellcore","operating","SF Bay Area","San Jose",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7499994,1,1,1,"high_medium","low","low","low","low",2,0,0,0,0
"12273","Wellframe","operating","Boston","Boston",2,1500000,8500000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18500000,1,0.416666666666667,1,"high_medium","low","low","high","medium",2,0,0,1,1
"12274","WellnessFX","operating","SF Bay Area","San Francisco",2,0,1.5e+07,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3e+07,0,1.16666666666667,1,"high","low","low","low","high",3,0,0,0,2
"12275","Wello","operating","SF Bay Area","San Francisco",1,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+06,0,0,1,"low_medium","low","low","high","low",1,0,0,1,0
"12276","Wellpepper","operating","Seattle","Seattle",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176097,0,0,1,"low","low","low","low","low",0,0,0,0,0
"12277","WellRight","operating","Chicago","Chicago",2,0,4625000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9250000,0,0.916666666666667,1,"high_medium","low","low","low","medium",2,0,0,0,1
"12278","Wellsense Technologies","operating","Boston","Wellesley",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9165500,0,0,1,"high_medium","low","low","low","low",2,0,0,0,0
"12279","Wellspring Worldwide","operating","Chicago","Chicago",2,0,8500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500000,1,0.0833333333333333,1,"high_medium","low","low","low","medium",2,0,0,0,1
"12280","WemoLab","operating","Los Angeles","Venice",6,0,7358986,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13247972,0,2.5,1,"high_medium","high","high","low","medium",2,1,1,0,1
"12281","Weotta","operating","SF Bay Area","San Francisco",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"low","low","low","low","low",0,0,0,0,0
"12282","WePay","operating","SF Bay Area","Palo Alto",5,0,34150000,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,68300000,1,5,1,"high","high","high","low","high",3,1,1,0,2
"12283","Weplay","acquired","New York City","New York",3,0,12100000,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,25070000,1,2.58333333333333,2,"high","high","high","low","medium",3,1,1,0,1
"12284","WePow","operating","SF Bay Area","Sunnyvale",4,2500000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5400000,0,3,1,"high_medium","high","high","high","low",2,1,1,1,0
"12285","Wesabe","operating","SF Bay Area","San Francisco",2,700000,4e+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8700000,0,0.333333333333333,1,"high_medium","low","low","high","medium",2,0,0,1,1
"12286","WeShow","closed","New York City","New York",1,0,5e+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1e+07,0,0,0,"high_medium","low","low","low","medium",2,0,0,0,1
"12287","WeSpire","operating","Boston","Boston",3,1750000,3e+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7750000,1,3.16666666666667,1,"high_medium","high","high","high","medium",2,1,1,1,1
"12288","Wetpaint","acquired","Seattle","Seattle",3,0,39750000,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,79500000,1,2.58333333333333,2,"high","high","high","low","high",3,1,1,0,2
"12289","Wetradetogether","operating","New York City","New York",2,50000,8e+05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1650000,1,0,1,"low_medium","low","low","low","low",1,0,0,0,0
"12290","WeVideo","operating","SF Bay Area","Palo Alto",2,0,19100000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20304200,1,0.416666666666667,1,"high_medium","low","low","low","high",2,0,0,0,2
"12291","WeVideo.It","operating","SF Bay Area","Mountain View",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881500,1,0,1,"low_medium","low","low","low","low",1,0,0,0,0
"12292","Wevorce","operating","Seattle","Bothell",3,1700000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3396962,0,1.33333333333333,1,"high_medium","high","high","high","low",2,1,1,1,0
"12293","WeWork","operating","New York City","New York",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6850000,0,0,1,"high_medium","low","low","low","low",2,0,0,0,0
